FID,geom,OBJECTID,NAMOBJ,FCODE,REMARK,METADATA,SRS_ID,JPLYRS,RSALAMAT,WADMKK,TELEPON,TIPRST
RUMAHSAKIT_PT_50K_2023_JAWABARAT.82,POINT (-6.280394601999944 106.99881220000009),1282,RS Umum Rawa Lumbu,GI01050100,Organisasi Sosial,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Dasa Darma 20-23 Bekasi,Kota Bekasi,218242251,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.83,POINT (-6.330742913999927 107.13058040000004),1283,RS Umum Hosana Medica,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. BIIE Utama no. 1, Lippo Cikarang",Bekasi,021-8972472,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.84,POINT (-6.246855720999974 107.01081200000004),1284,RS Umum Bella,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Ir. H .Juanda No. 141, Bekasi",Kota Bekasi,021-8801778,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.85,POINT (-6.252029038999979 107.02986640000006),1285,RS Umum Graha Juanda,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. IR. H. Juanda No. 326, Bekasi Timur",Kota Bekasi,021-8811832,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.86,POINT (-6.210932368999977 106.97722210000006),1286,RS Umum Ananda,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Sultan Agung No. 173, Kec. Medan Satria - Kota Bekasi.",Kota Bekasi,021-8854338,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.87,POINT (-6.274670194999942 106.97673970000005),1287,RS Umum Anna,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Pekayon Jaya No.36, Kel.Jaka Setia, Bekasi",Kota Bekasi,021-82432211,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.88,POINT (-6.26753520099993 107.08230090000006),1288,RS Umum Daerah Kab.Bekasi,GI01050100,Pemerintah Kabupaten,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Teuku Umar Cibitung,Bekasi",Bekasi,021-88374444,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.89,POINT (-6.184926091999955 106.97762770000008),1289,RS Umum Citra Harapan,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl.Raya Harapan Indah Kawasan Sentra Niaga No. 3-5 Harapan Indah Pejuang, Medan Satria Kota Bekasi",Kota Bekasi,88870606,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.90,POINT (-6.346922194999934 106.92595440000008),1290,RS Umum Jati Sampurna,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Rawa Dolar RT. 003 RW. 007 Kel. Jatiraden Kec. Jatisampurna,Kota Bekasi,(021) 8451457,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.91,POINT (-6.276193917999933 106.99136970000006),1291,RS Umum St. Elisabeth,GI01050100,Organisasi Sosial,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Narogong 202 KM.5,Kemang Pratama,Kel. BojongRawa Lumbu, Kec. Rawa Lumbu, Kota Bekasi.",Kota Bekasi,82430101,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.92,POINT (-6.245664876999967 107.00362750000005),1292,RS Umum Islam dr. Subki Abdulkadir,GI01050100,Organisasi Sosial,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. R.A. Kartini No.66,Bekasi",Kota Bekasi,8803386,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.93,POINT (-6.269685952999964 106.99878070000005),1293,RS Siloam Bekasi Sepanjang Jaya,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Pramuka No. 12 Rt. 004 Rw. 002 Kel. Sepanjang Jaya Kec. Rawalumbu Bekasi,Kota Bekasi,021-50901900,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.94,POINT (-6.276742849999948 107.04767120000008),1294,RS Umum Hermina Grand Wisata,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Festival Boulevard Blok J AI No.1 Desa Lambang Sari Kec.Tambun Selatan Kab.Bekasi,Bekasi,021-82651212,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.95,POINT (-6.3760113109999565 106.91147350000006),1295,RS Umum Permata Cibubur,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Alternatif Cibubur - Cileungsi No. 6A, Kec. Jati Sampurna, Bekasi",Kota Bekasi,(021) 28671144,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.96,POINT (-6.598581422999928 106.80513930000006),1296,RS Umum PMI Bogor,GI01050100,Organisasi Sosial,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Pajajaran No. 80 Bogor,Kota Bogor,0251-8324080,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.97,POINT (-6.591240347999928 106.79763140000006),1297,RS Umum Salak,GI01050100,TNI AD,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Jend Sudirman No. 8 Kota Bogor,Kota Bogor,0251-8345222,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.98,POINT (-6.543964173999939 106.76277750000008),1298,RSAU Dr. M. Hassan Toto,GI01050100,TNI AU,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Sardjio No. 1 Kel. Atang Senjaya Kec. Kemang,Bogor,8111137006,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.99,POINT (-6.582838055999957 106.78043700000006),1299,RS Jiwa dr. H. Marzoeki Mahdi,GI01050100,Kementerian Kesehatan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. dr. Sumeru No.114 Kota Bogor,Kota Bogor,2518324024,A
RUMAHSAKIT_PT_50K_2023_JAWABARAT.100,POINT (-6.579251188999933 106.80798820000007),1300,RS Umum Azra,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Pajajaran No.219, Bogor Utara Kota Bogor",Kota Bogor,0251-8318456,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.101,POINT (-6.580438954999977 106.77797100000004),1301,RS Umum Daerah Kota Bogor,GI01050100,Pemerintah Kota,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Dr. Sumeru 120 Kota Bogor,Kota Bogor,0251-8312292,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.102,POINT (-6.557658329999981 106.77388000000008),1302,RS Umum Hermina Bogor,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Ring Road I Kav. 23,25,27 Perum Taman Yasmin Bogor",Kota Bogor,1500488,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.103,POINT (-6.6080224499999645 106.81107760000003),1303,BMC Mayapada Hospital,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Pajajaran Indah V No.97, Bogor Timur Kota Bogor",Kota Bogor,0251-8307900,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.104,POINT (-6.4742035609999675 106.84734970000005),1304,RS Umum Trimitra,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Jakarta Bogor Km.43, Cibinong",Bogor,8763055,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.105,POINT (-6.915198367999949 106.93517780000008),1305,"RS Umum Daerah R. Syamsudin, SH",GI01050100,Pemerintah Kota,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Rumah Sakit No. 1 Kota Sukabumi,Kota Sukabumi,0266-225180,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.106,POINT (-6.921598734999975 106.93445480000008),1306,RS Umum Ridogalih,GI01050100,Organisasi Sosial,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Gudang No. 24 Sukabumi,Kota Sukabumi,0266-221983,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.107,POINT (-6.91866282999996 106.91677510000005),1307,RS Umum Assyifa Sukabumi,GI01050100,Organisasi Sosial,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Jend Sudirman No. 3 Kota Sukabumi,Kota Sukabumi,0266 222663,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.108,POINT (-6.897987740999952 107.59839540000007),1308,RS Umum Pusat Dr. Hasan Sadikin,GI01050100,Kementerian Kesehatan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Pasteur No. 38 Bandung,Kota Bandung,022-2034953 /54,A
RUMAHSAKIT_PT_50K_2023_JAWABARAT.109,POINT (-6.956617259999973 107.61249340000006),1309,RSU Bhayangkara Tk. II Sartika Asih,GI01050100,POLRI,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Moch. Toha No. 369 Bandung,Kota Bandung,022-5229544,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.110,POINT (-6.863912918999972 107.60461610000004),1310,RSAU dr. M. Salamun,GI01050100,TNI AU,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Ciumbuleuit 203 Bandung,Kota Bandung,022 2032090,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.111,POINT (-6.915932642999962 107.59640520000005),1311,RS Umum Kebonjati,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Kebonjati No. 152 Kel. Kebon Jeruk Kec. Andir kota Bandung,Kota Bandung,(022) 6014058,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.112,POINT (-6.935989958999926 107.59651820000005),1312,RS Umum Immanuel Bandung,GI01050100,Organisasi Protestan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Kopo 161 Bandung,Kota Bandung,022-5201656-72,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.113,POINT (-6.906586048999941 107.64314870000004),1313,RS Umum Santo Yusup,GI01050100,Organisasi Katholik,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Cikutra No. 7 Kota Bandung,Kota Bandung,7202420,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.114,POINT (-6.893994858999974 107.61376550000006),1314,RS Umum Santo Borromeus,GI01050100,Organisasi Katholik,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Ir. H. Juanda No.100,Kota Bandung,022-2552000,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.115,POINT (-6.892075962999968 107.60327970000009),1315,RS Umum Advent Bandung,GI01050100,Organisasi Sosial,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Cihampelas No. 161 Bandung,Kota Bandung,022-2034386,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.116,POINT (-6.940031354999974 107.64630890000007),1316,RS Umum Pindad,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Gatot Soebroto No. 517 Kel. Sukapura Kec. Kiaracondong,Kota Bandung,227322877,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.117,POINT (-6.93332294399994 107.62324570000004),1317,RS Umum Muhammadiyah,GI01050100,Organisasi Islam,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. K.H. Ahmad Dahlan No.53 Bandung,Kota Cirebon,202463/247406,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.118,POINT (-6.918291136999926 107.61343340000008),1318,RS Umum Bungsu,GI01050100,Organisasi Sosial,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Veteran No. 6 Bandung,Kota Bandung,4231550,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.119,POINT (-6.912566278999975 107.57333680000005),1319,RS Umum Rajawali,GI01050100,Organisasi Sosial,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Rajawali No.38 Kota Bandung,Kota Bandung,(022)6011913,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.120,POINT (-6.90567150499993 107.61378600000006),1320,RS Ibu dan Anak Limijati,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. LLRE. Martadinata No. 39 Kota Bandung,Kota Bandung,(022) 4207770,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.121,POINT (-6.906386434999945 107.61122050000006),1321,RS Umum Tk. IV 03.07.03 Sariningsih,GI01050100,TNI AD,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. L. L. R.E. Martadinata No.09, Kel.Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115",Kota Bandung,4204257,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.122,POINT (-6.910004658999981 107.60458870000008),1322,RS Khusus Mata Cicendo,GI01050100,Kementerian Kesehatan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Cicendo No.4 Bandung,Kota Bandung,022-4231280,A
RUMAHSAKIT_PT_50K_2023_JAWABARAT.123,POINT (-6.877121975999955 107.60660740000009),1323,RS Paru Dr. H. A. Rotinsulu,GI01050100,Kementerian Kesehatan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Bukit Jarian No. 40 Bandung,Kota Bandung,022-2034446,A
RUMAHSAKIT_PT_50K_2023_JAWABARAT.124,POINT (-6.942922845999931 107.59151040000006),1324,RS Umum Daerah Bandung Kiwari,GI01050100,Pemerintah Kota,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. KH. Wahid Hasyim No. 311 Bandung,Kota Bandung,022-86037777,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.125,POINT (-6.9154125359999625 107.69893980000006),1325,RS Umum Daerah Kota Bandung,GI01050100,Pemerintah Kota,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Rumah Sakit 22 Ujung Berung, Kota Bandung",Kota Bandung,022-7811794,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.126,POINT (-6.938751045999936 107.66926170000005),1326,RS Umum Al-Islam Bandung,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Soekarno. Hatta 644 Bandung,Kota Bandung,(022)7562046,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.127,POINT (-6.906678858999953 107.61557120000003),1327,RS Khusus Bedah Halmahera Siaga,GI01050100,Organisasi Sosial,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. LL RE Martadinata No. 28 Kota Bandung,Kota Bandung,022-4206061,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.128,POINT (-6.985940047999975 107.62477400000006),1328,RS Umum Bina Sehat,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Dayeuhkolot No.325 Bandung,Bandung,022-5207963,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.129,POINT (-6.885073908999971 107.62043720000008),1329,RS Khusus Ginjal Ny. R. A. Habibie,GI01050100,Organisasi Sosial,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Tubagus Ismail No. 46 Kota Bandung,Kota Bandung,"022-2501985, 87",C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.130,POINT (-6.905721610999933 107.61401950000004),1330,RS Khusus Gigi dan Mulut UNPAD,GI01050100,Kementerian Lain,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Sekeloa Selatan I Bandung,Kota Bandung,022-2533044,A
RUMAHSAKIT_PT_50K_2023_JAWABARAT.131,POINT (-6.915409949999969 107.60046180000006),1331,RS Umum Santosa Hospital Bandung Central,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Kebon Jati No.38,Bandung",Kota Bandung,022-4248333,A
RUMAHSAKIT_PT_50K_2023_JAWABARAT.132,POINT (-6.940463257999966 107.75591650000007),1332,RS AMC,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Cileunyi No.1, Cileunyi Wetan, Cileunyi, Bandung, Jawa Barat 40622",Bandung,0813-1656-0227,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.133,POINT (-6.90679085499994 107.60344010000006),1333,RS Ibu dan Anak Melinda,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Pajajaran No.46 Kel Pasirkaliki, Kec. Cicendo, Kota Bandung",Kota Bandung,022-4222788,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.134,POINT (-6.895424110999954 107.58874480000009),1334,RS Umum Hermina Pasteur,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Dr. Djundjunan No.107 Kota Bandung,Kota Bandung,(022) 6072525,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.135,POINT (-6.730395473999977 108.55546500000008),1335,RS Umum Daerah Gunung Jati,GI01050100,Pemerintah Kota,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Kesambi No.56 Cirebon - 45134,Kota Cirebon,0231-206330,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.136,POINT (-6.738228811999932 108.54991000000007),1336,RS Umum Tk. III Ciremai,GI01050100,TNI AD,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Kesambi No. 237 Cirebon,Kota Cirebon,0231-238335,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.137,POINT (-6.72412193599996 108.56893640000004),1337,RS Umum Panti Abdi Dharma,GI01050100,Organisasi Katholik,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Pulasaren No.07 Cirebon 45114,Kota Cirebon,0231-203873,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.138,POINT (-6.56424141399998 106.76205730000004),1338,RS Graha Medika Bogor,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. KH Abdullah Bin Nuh No. 2,Kota Bogor,,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.139,POINT (-6.713435084999958 108.56719100000004),1339,RS Umum Pelabuhan Cirebon,GI01050100,BUMN,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Sisingamangaraja No.45 Cirebon 45112,Kota Cirebon,0231-205657,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.140,POINT (-6.74559867399995 108.56253450000008),1340,RS Umum Putera Bahagia,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Ciremai Raya No 114 Perumnas Cirebon,Kota Cirebon,0231-4990900,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.141,POINT (-6.752307371999962 108.54980210000008),1341,RS Umum Budi Luhur,GI01050100,Organisasi Sosial,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Pramuka Kebon Pelok Harjamukti Cirebon,Kota Cirebon,0231-483236,Belum Ditetapkan
RUMAHSAKIT_PT_50K_2023_JAWABARAT.142,POINT (-6.708392458999981 108.55976640000006),1342,RS Umum Sumber Kasih,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Siliwangi No.135 Cirebon,Kota Cirebon,0231-203815,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.143,POINT (-6.7474162009999645 108.53407320000008),1343,RS Umum Budi Asta,GI01050100,Organisasi Sosial,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Kalitanjung No.51 Cirebon,Kota Cirebon,0231-488211,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.144,POINT (-6.708655146999945 108.55127790000006),1344,RS Umum Muhammadiyah,GI01050100,Organisasi Islam,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Dr. Wahidin Sudirohusodo No.79 Cirebon,Kota Cirebon,202463/247406,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.145,POINT (-6.694716999999969 108.38042600000006),1345,RS Umum Sumber Waras,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Urip Sumoharjo No.5 Ciwaringin, Kab. Cirebon",Cirebon,231341079,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.146,POINT (-6.4032734259999415 106.75848680000007),1346,RS Umum Daerah Khidmat Sehat Afiat Kota Depok,GI01050100,Pemerintah Kota,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Muchtar No. 99 Sawangan,Kota Depok,0251-8602514,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.147,POINT (-6.4081399349999515 106.86179100000004),1347,RS Umum Simpangan Depok,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Bogor Km.36 , Kel. Sukamaju, Kec. Cilodong, Depok 16414, Jawa Barat",Kota Depok,021-8741549,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.148,POINT (-6.4082135109999285 106.84063270000007),1348,RS Umum Hasanah Graha Afiah,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raden Saleh No.42 (Studio Alam TVRI) Depok,Kota Depok,2177826267,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.149,POINT (-6.360992791999934 108.30502780000006),1349,RS Umum Permata Medical Center,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Panyindangan Wetan Kab. Indramayu,Indramayu,0234-275112,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.150,POINT (-6.902954767999972 106.88266940000005),1350,RS Umum Betha Medika,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Cisaat No.595, Sukabumi",Sukabumi,0266-224128,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.151,POINT (-7.31067715699993 108.35515220000008),1351,RS Umum Al-Arif,GI01050100,Organisasi Sosial,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. R.E. Martadinata No.158 B, Baregbeg - Ciamis",Ciamis,0265-777391,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.152,POINT (-6.972836651999955 108.49140300000005),1352,RS Umum Juanda,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Ir. H. Juanda No. 207, Kuningan",Kuningan,232876433,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.153,POINT (-6.3950347199999555 108.15652430000006),1353,RS Umum Bhayangkara Indramayu,GI01050100,POLRI,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Pantura Km.73-75 Losarang - Indramayu,Indramayu,0234-507878,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.154,POINT (-6.488702810999939 107.47708890000007),1354,RS Umum Siloam Purwakarta,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Bungursari No.1, Purwakarta",Purwakarta,,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.155,POINT (-6.30444281299998 107.29790200000008),1355,RS Umum Dewi Sri,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Arif Rahman Hakim No. 1 A Karawang,Karawang,(0267) 402855,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.156,POINT (-6.301063921999969 107.32625170000006),1356,RS Umum Lira Medika,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Syech Quro No.14, Palumbonsari - Lamaran, Karawang",Karawang,0267-8452555,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.157,POINT (-6.2425581729999635 107.02656350000007),1357,RS Siloam Sentosa,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Pahlawan No. 60, Duren Jaya Bekasi",Kota Bekasi,80611800,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.158,POINT (-6.290589142999977 107.03150250000004),1358,RS Umum Permata Bekasi,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Legenda Raya No. 9 Mustika Jaya, Bekasi",Kota Bekasi,021-8251919,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.159,POINT (-6.299245308999957 107.14497790000007),1359,RS Umum Medirossa Cikarang,GI01050100,Organisasi Sosial,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Industri Tegal Gede No.09, Cikarang Selatan Bekasi",Bekasi,021-89833216,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.160,POINT (-6.244253331999971 107.06452650000006),1360,RS Umum Kartika Husada,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Mangunjaya No.07 Kp.Rukem,Tambun - Bekasi",Kota Bekasi,021-82435587,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.161,POINT (-6.264236161999975 107.06744730000008),1361,RS Umum Karya Medika II,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Sultan Hasanuddin No.63 Kec. Tambun Selatan,Bekasi,2188324366,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.162,POINT (-6.533990643999971 106.82776350000006),1362,RS Umum Family Medical Center,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Bogor Km.51 Ciluar, Bogor",Bogor,2518652391,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.163,POINT (-6.611025810999934 106.80052940000007),1363,RS Umum Melania,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Pahlawan No.91, Kota Bogor",Kota Bogor,0251-8321196,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.164,POINT (-6.921816431999957 106.92359250000004),1364,RS Umum Kartika Kasih,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Jenderal Ahmad Yani No.18A, Kota Sukabumi",Kota Sukabumi,0266-6250905,C
