"id","longitude","latitude","lat","long","address","neighborhood","city","metro_area","subregion","region","postal"
529,107.034522843706,-6.31652338142335,-6.31652338142335,107.034522843706,"17155, Mustika Jaya, Jawa Barat, IDN","Cimuning","Mustika Jaya","Kota Bekasi","Kota Bekasi","Jawa Barat","17155"
551,107.026670073613,-6.32226363292271,-6.32226363292271,107.026670073613,"Jalan Sirih Prada, Mustika Jaya, Jawa Barat, 17155, IDN","Cimuning","Mustika Jaya","Kota Bekasi","Kota Bekasi","Jawa Barat","17155"
567,107.036396602745,-6.30704597478545,-6.30704597478545,107.036396602745,"17155, Mustika Jaya, Jawa Barat, IDN","Cimuning","Mustika Jaya","Kota Bekasi","Kota Bekasi","Jawa Barat","17155"
600,107.013810673503,-6.32491203693694,-6.32491203693694,107.013810673503,"Perumahan Bekasi Timur Regency 1, Mustika Jaya, Jawa Barat, 17155, IDN","Cimuning","Mustika Jaya","Kota Bekasi","Kota Bekasi","Jawa Barat","17155"
651,107.019776762308,-6.31980382248636,-6.31980382248636,107.019776762308,"Jalan Letnan Jenderal Suprapto, Mustika Jaya, Jawa Barat, 17155, IDN","Cimuning","Mustika Jaya","Kota Bekasi","Kota Bekasi","Jawa Barat","17155"
696,107.025859931124,-6.31886460160261,-6.31886460160261,107.025859931124,"Jalan Letnan Jenderal Suprapto, Mustika Jaya, Jawa Barat, 17155, IDN","Cimuning","Mustika Jaya","Kota Bekasi","Kota Bekasi","Jawa Barat","17155"
734,107.024504418876,-6.31613254311098,-6.31613254311098,107.024504418876,"Dukuhzamrud Blok I43 No26, Perumahan Dukuh Zamrud 51, Mustika Jaya, Jawa Barat, 17155, IDN","Cimuning","Mustika Jaya","Kota Bekasi","Kota Bekasi","Jawa Barat","17155"
81,107.026130825484,-6.23069779035651,-6.23069779035651,107.026130825484,"Jalan Durian 5 7, Bekasi Timur, Jawa Barat, 17111, IDN","Duren Jaya","Bekasi Timur","Kota Bekasi","Kota Bekasi","Jawa Barat","17111"
108,107.025278210154,-6.24450396648358,-6.24450396648358,107.025278210154,"Jalan Pulau Nias 109, Bekasi Timur, Jawa Barat, 17111, IDN","Duren Jaya","Bekasi Timur","Kota Bekasi","Kota Bekasi","Jawa Barat","17111"
136,107.026740620635,-6.23757487898858,-6.23757487898858,107.026740620635,"Sido Mulyo Kitchen Set, Jalan Pahlawan, Bekasi Timur, Jawa Barat, 17111, IDN","Duren Jaya","Bekasi Timur","Kota Bekasi","Kota Bekasi","Jawa Barat","17111"
140,107.01743538834,-6.23980295767048,-6.23980295767048,107.01743538834,"Raa.Beautystudio, Jalan Dukuh Guriang Permai, Bekasi Timur, Jawa Barat, 17111, IDN","Duren Jaya","Bekasi Timur","Kota Bekasi","Kota Bekasi","Jawa Barat","17111"
179,107.015703916035,-6.24002674720418,-6.24002674720418,107.015703916035,"Klinik Tumbuh Kembang Anak Yamet Bekasi, Jalan Baru Under Pass, Bekasi Timur, Jawa Barat, 17111, IDN","Duren Jaya","Bekasi Timur","Kota Bekasi","Kota Bekasi","Jawa Barat","17111"
241,107.035613386058,-6.22967494000898,-6.22967494000898,107.035613386058,"Ice The Gun Es Kelapa Duren, Jalan Kusuma Utara 12, Bekasi Timur, Jawa Barat, 17111, IDN","Duren Jaya","Bekasi Timur","Kota Bekasi","Kota Bekasi","Jawa Barat","17111"
426,107.022406701261,-6.23888625128632,-6.23888625128632,107.022406701261,"Jalan Meranti 5, Bekasi Timur, Jawa Barat, 17111, IDN","Duren Jaya","Bekasi Timur","Kota Bekasi","Kota Bekasi","Jawa Barat","17111"
464,107.024832257435,-6.24269937820209,-6.24269937820209,107.024832257435,"Tk Nurul Iman, Jalan Puri Juanda Regency 44, Bekasi Timur, Jawa Barat, 17111, IDN","Duren Jaya","Bekasi Timur","Kota Bekasi","Kota Bekasi","Jawa Barat","17111"
607,107.028125932216,-6.22810644696113,-6.22810644696113,107.028125932216,"Psychotronica, Jalan Kesuma 2 8, Bekasi Timur, Jawa Barat, 17111, IDN","Duren Jaya","Bekasi Timur","Kota Bekasi","Kota Bekasi","Jawa Barat","17111"
780,107.01989049562,-6.23569013620424,-6.23569013620424,107.01989049562,"Jalan Candi Prambanan 5 112, Bekasi Timur, Jawa Barat, 17111, IDN","Duren Jaya","Bekasi Timur","Kota Bekasi","Kota Bekasi","Jawa Barat","17111"
41,107.013889029941,-6.22430266982558,-6.22430266982558,107.013889029941,"17123, Bekasi Utara, Jawa Barat, IDN","Harapan Baru","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17123"
263,107.017962308657,-6.20924039018196,-6.20924039018196,107.017962308657,"Jalan Summer Ville, Bekasi Utara, Jawa Barat, 17123, IDN","Harapan Baru","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17123"
282,107.015179199206,-6.21429374531567,-6.21429374531567,107.015179199206,"Jalan Prima Harapan Regency 2, Prima Harapan Regency, Bekasi Utara, Jawa Barat, 17123, IDN","Harapan Baru","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17123"
369,107.015332106006,-6.21374268887468,-6.21374268887468,107.015332106006,"Warung Makan Mba Sri, Griya Teras Bintaro, Jalan Prima Harapan Regensi, Bekasi Utara, Jawa Barat, 17123, IDN","Harapan Baru","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17123"
382,107.017889089081,-6.21057445486924,-6.21057445486924,107.017889089081,"Jalan Summer Ville 11, Bekasi Utara, Jawa Barat, 17123, IDN","Harapan Baru","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17123"
385,107.014181154069,-6.21067940621776,-6.21067940621776,107.014181154069,"Jalan Villa Mas Indah 5, Bekasi Utara, Jawa Barat, 17123, IDN","Harapan Baru","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17123"
478,107.012982855092,-6.22375946151964,-6.22375946151964,107.012982855092,"Jalan Perjuangan, Bekasi Utara, Jawa Barat, 17123, IDN","Harapan Baru","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17123"
492,107.018515489414,-6.21805964983116,-6.21805964983116,107.018515489414,"Jalan Duta Harapan 5, Bekasi Utara, Jawa Barat, 17123, IDN","Harapan Baru","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17123"
594,107.013202633314,-6.21589382166276,-6.21589382166276,107.013202633314,"Jalan Prima Harapan Regensi, Bekasi Utara, Jawa Barat, 17123, IDN","Harapan Baru","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17123"
667,107.017071931494,-6.21162964623889,-6.21162964623889,107.017071931494,"Jalan Summer Ville 11, Bekasi Utara, Jawa Barat, 17123, IDN","Harapan Baru","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17123"
781,107.014644224508,-6.21853140202534,-6.21853140202534,107.014644224508,"Jalan Prima Harapan Regensi 7, Prima Harapan Regency, Bekasi Utara, Jawa Barat, 17123, IDN","Harapan Baru","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17123"
39,106.991033961494,-6.19987428365957,-6.19987428365957,106.991033961494,"17124, Bekasi Utara, Jawa Barat, IDN","Harapan Jaya","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17124"
144,106.992770375724,-6.20576270296805,-6.20576270296805,106.992770375724,"Jalan Jati Indah 5, Bekasi Utara, Jawa Barat, 17124, IDN","Harapan Jaya","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17124"
245,106.992269382231,-6.21398288078707,-6.21398288078707,106.992269382231,"Jalan Swadaya 3, Bekasi Utara, Jawa Barat, 17124, IDN","Harapan Jaya","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17124"
246,106.999109539492,-6.20992118926239,-6.20992118926239,106.999109539492,"Komplek Pesona Anggrek, Bekasi Utara, Jawa Barat, 17124, IDN","Harapan Jaya","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17124"
302,106.988430751564,-6.2080769770625,-6.2080769770625,106.988430751564,"Jalan Cempaka 1 269, Bekasi Utara, Jawa Barat, 17124, IDN","Harapan Jaya","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17124"
341,106.985735801176,-6.20916458846282,-6.20916458846282,106.985735801176,"Anathemic Empire Indonesia, Jalan Krakatau 3 15, Bekasi Utara, Jawa Barat, 17124, IDN","Harapan Jaya","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17124"
370,106.984661542307,-6.19891365115258,-6.19891365115258,106.984661542307,"Jalan PLN, Bekasi Utara, Jawa Barat, 17124, IDN","Harapan Jaya","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17124"
387,106.991151711744,-6.21457450614372,-6.21457450614372,106.991151711744,"Jalan Kinabalu 3 341, Bekasi Utara, Jawa Barat, 17124, IDN","Harapan Jaya","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17124"
417,106.980111051699,-6.20477214496097,-6.20477214496097,106.980111051699,"Jalan Irigasi Harapan Jaya, Bekasi Utara, Jawa Barat, 17124, IDN","Harapan Jaya","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17124"
431,106.991925483354,-6.21059241557913,-6.21059241557913,106.991925483354,"Jalan Macan 1C, Bekasi Utara, Jawa Barat, 17124, IDN","Harapan Jaya","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17124"
514,106.998715552456,-6.20738540601374,-6.20738540601374,106.998715552456,"Jalan Pesona Anggrek Blok C10, Bekasi Utara, Jawa Barat, 17124, IDN","Harapan Jaya","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17124"
654,106.991077749555,-6.2161400288157,-6.2161400288157,106.991077749555,"Premier Sport Village, Jalan Gunung Tangkuban Perahu 24, Bekasi Utara, Jawa Barat, 17124, IDN","Harapan Jaya","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17124"
670,106.986196282998,-6.20486735455724,-6.20486735455724,106.986196282998,"Jalan Jati Mulya 2 3, Bekasi Utara, Jawa Barat, 17124, IDN","Harapan Jaya","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17124"
733,106.991643161786,-6.20394806362797,-6.20394806362797,106.991643161786,"Ayam Potong Karkas, Jalan Gelatik 20A, Bekasi Utara, Jawa Barat, 17124, IDN","Harapan Jaya","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17124"
783,107.001214455257,-6.20152278023152,-6.20152278023152,107.001214455257,"Jalan Kaliabang Raya, Bekasi Utara, Jawa Barat, 17124, IDN","Harapan Jaya","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17124"
784,106.989706315571,-6.2052324855972,-6.2052324855972,106.989706315571,"Jalan Klengkeng 18B, Bekasi Utara, Jawa Barat, 17124, IDN","Harapan Jaya","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17124"
785,106.981346408942,-6.20777141514509,-6.20777141514509,106.981346408942,"Jalan Irigasi Harapan Jaya, Bekasi Utara, Jawa Barat, 17124, IDN","Harapan Jaya","Bekasi Utara","Kota Bekasi","Kota Bekasi","Jawa Barat","17124"
69,106.988666515403,-6.23107663817503,-6.23107663817503,106.988666515403,"Jalan Jenderal Sudirman, Medan Satria, Jawa Barat, 17143, IDN","Harapan Mulya","Medan Satria","Kota Bekasi","Kota Bekasi","Jawa Barat","17143"
232,106.984733237773,-6.22487318731056,-6.22487318731056,106.984733237773,"Jalan Wisnu Brata 19, Medan Satria, Jawa Barat, 17143, IDN","Harapan Mulya","Medan Satria","Kota Bekasi","Kota Bekasi","Jawa Barat","17143"
669,106.996539881844,-6.23111024788791,-6.23111024788791,106.996539881844,"Kedai Masashimura, Jalan Pangeran Jayakarta, Medan Satria, Jawa Barat, 17143, IDN","Harapan Mulya","Medan Satria","Kota Bekasi","Kota Bekasi","Jawa Barat","17143"
671,106.994610277767,-6.2332523603855,-6.2332523603855,106.994610277767,"Jalan Insinyur Haji Juanda, Medan Satria, Jawa Barat, 17143, IDN","Harapan Mulya","Medan Satria","Kota Bekasi","Kota Bekasi","Jawa Barat","17143"
701,106.990727626411,-6.22705641747087,-6.22705641747087,106.990727626411,"Ponpes Daarul Futuh, Jalan Bulevar Barat 12, Medan Satria, Jawa Barat, 17143, IDN","Harapan Mulya","Medan Satria","Kota Bekasi","Kota Bekasi","Jawa Barat","17143"
765,106.994695673913,-6.231859292746,-6.231859292746,106.994695673913,"Jalan Bulevar Ahmad Yani, Medan Satria, Jawa Barat, 17143, IDN","Harapan Mulya","Medan Satria","Kota Bekasi","Kota Bekasi","Jawa Barat","17143"
789,106.989097894257,-6.22844813716958,-6.22844813716958,106.989097894257,"Vip. Stationery, Jalan Garuda 3, Medan Satria, Jawa Barat, 17143, IDN","Harapan Mulya","Medan Satria","Kota Bekasi","Kota Bekasi","Jawa Barat","17143"
15,106.959654814633,-6.27832660063175,-6.27832660063175,106.959654814633,"Penampungan Limbah Rsc, Jalan Tol Lingkar Luar, Bekasi Selatan, Jawa Barat, 17146, IDN","Jaka Mulya","Bekasi Selatan","Kota Bekasi","Kota Bekasi","Jawa Barat","17146"
165,106.958159523076,-6.26118856834485,-6.26118856834485,106.958159523076,"Jalan Tol Lingkar Luar, Bekasi Selatan, Jawa Barat, 17146, IDN","Jaka Mulya","Bekasi Selatan","Kota Bekasi","Kota Bekasi","Jawa Barat","17146"
182,106.962256520994,-6.26116365881714,-6.26116365881714,106.962256520994,"Jalan Musi 1 566, Bekasi Selatan, Jawa Barat, 17146, IDN","Jaka Mulya","Bekasi Selatan","Kota Bekasi","Kota Bekasi","Jawa Barat","17146"
376,106.965645786489,-6.26326266933026,-6.26326266933026,106.965645786489,"Jalan Palem 3 911, Bekasi Selatan, Jawa Barat, 17146, IDN","Jaka Mulya","Bekasi Selatan","Kota Bekasi","Kota Bekasi","Jawa Barat","17146"
531,106.965788255081,-6.26244561979129,-6.26244561979129,106.965788255081,"Jalan Palem 2 877, Bekasi Selatan, Jawa Barat, 17146, IDN","Jaka Mulya","Bekasi Selatan","Kota Bekasi","Kota Bekasi","Jawa Barat","17146"
540,106.961724401871,-6.25612627299875,-6.25612627299875,106.961724401871,"Jalan Cikunir Raya, Bekasi Selatan, Jawa Barat, 17146, IDN","Jaka Mulya","Bekasi Selatan","Kota Bekasi","Kota Bekasi","Jawa Barat","17146"
585,106.964273962176,-6.26804619034367,-6.26804619034367,106.964273962176,"Lestari Laundry, Jalan Haji Dalih, Bekasi Selatan, Jawa Barat, 17146, IDN","Jaka Mulya","Bekasi Selatan","Kota Bekasi","Kota Bekasi","Jawa Barat","17146"
666,106.963720672936,-6.25722143250869,-6.25722143250869,106.963720672936,"Jalan Merpati Raja, Bekasi Selatan, Jawa Barat, 17146, IDN","Jaka Mulya","Bekasi Selatan","Kota Bekasi","Kota Bekasi","Jawa Barat","17146"
716,106.966030466514,-6.27242566395637,-6.27242566395637,106.966030466514,"Relung Kopi, Jalan Nusantara 9, Bekasi Selatan, Jawa Barat, 17146, IDN","Jaka Mulya","Bekasi Selatan","Kota Bekasi","Kota Bekasi","Jawa Barat","17146"
5,106.968709473979,-6.23682696315899,-6.23682696315899,106.968709473979,"Jalan Garuda 2, Bekasi Barat, Jawa Barat, 17145, IDN","Jaka Sampurna","Bekasi Barat","Kota Bekasi","Kota Bekasi","Jawa Barat","17145"
148,106.974252096403,-6.2437694443601,-6.2437694443601,106.974252096403,"Jalan Cendana 4, Bekasi Barat, Jawa Barat, 17145, IDN","Jaka Sampurna","Bekasi Barat","Kota Bekasi","Kota Bekasi","Jawa Barat","17145"
150,106.957009171844,-6.24466287865979,-6.24466287865979,106.957009171844,"17145, Bekasi Barat, Jawa Barat, IDN","Jaka Sampurna","Bekasi Barat","Kota Bekasi","Kota Bekasi","Jawa Barat","17145"
175,106.957970260221,-6.24526002329732,-6.24526002329732,106.957970260221,"Uyun Hause, Jalan Swadaya Raya, Bekasi Barat, Jawa Barat, 17145, IDN","Jaka Sampurna","Bekasi Barat","Kota Bekasi","Kota Bekasi","Jawa Barat","17145"
216,106.96515974466,-6.24723656050816,-6.24723656050816,106.96515974466,"Senarai Cave, Jalan Patriot, Bekasi Barat, Jawa Barat, 17145, IDN","Jaka Sampurna","Bekasi Barat","Kota Bekasi","Kota Bekasi","Jawa Barat","17145"
312,106.965271027841,-6.24162677866476,-6.24162677866476,106.965271027841,"Jalan Nurul Iman 1, Bekasi Barat, Jawa Barat, 17145, IDN","Jaka Sampurna","Bekasi Barat","Kota Bekasi","Kota Bekasi","Jawa Barat","17145"
453,106.963247853678,-6.24560855354023,-6.24560855354023,106.963247853678,"Ghaida Fathan, Jalan Al Falaah Kampung Dua, Bekasi Barat, Jawa Barat, 17145, IDN","Jaka Sampurna","Bekasi Barat","Kota Bekasi","Kota Bekasi","Jawa Barat","17145"
703,106.969953826287,-6.24767686468366,-6.24767686468366,106.969953826287,"smart Hafiz Murah Di Bekasi, Jalan Cempaka Raya 5, Bekasi Barat, Jawa Barat, 17145, IDN","Jaka Sampurna","Bekasi Barat","Kota Bekasi","Kota Bekasi","Jawa Barat","17145"
82,106.976749205132,-6.27600476286747,-6.27600476286747,106.976749205132,"Kebun, Jalan Kencana 36A, Bekasi Selatan, Jawa Barat, 17147, IDN","Jaka Setia","Bekasi Selatan","Kota Bekasi","Kota Bekasi","Jawa Barat","17147"
88,106.975071225333,-6.27225698618734,-6.27225698618734,106.975071225333,"Jalan Ruko Rose Garden B, Bekasi Selatan, Jawa Barat, 17147, IDN","Jaka Setia","Bekasi Selatan","Kota Bekasi","Kota Bekasi","Jawa Barat","17147"
152,106.982935847294,-6.27730962969221,-6.27730962969221,106.982935847294,"Jalan Kutilang, Bekasi Selatan, Jawa Barat, 17147, IDN","Jaka Setia","Bekasi Selatan","Kota Bekasi","Kota Bekasi","Jawa Barat","17147"
166,106.973679070759,-6.25187343971572,-6.25187343971572,106.973679070759,"Tanitamakeupartist, Jalan Pondok Jingga Mas 8 17, Bekasi Selatan, Jawa Barat, 17147, IDN","Jaka Setia","Bekasi Selatan","Kota Bekasi","Kota Bekasi","Jawa Barat","17147"
204,106.976592093627,-6.27546647106595,-6.27546647106595,106.976592093627,"Tb.Berkah Jaya 88, Jalan Jakasetia, Bekasi Selatan, Jawa Barat, 17147, IDN","Jaka Setia","Bekasi Selatan","Kota Bekasi","Kota Bekasi","Jawa Barat","17147"
260,106.97175189201,-6.25964185794984,-6.25964185794984,106.97175189201,"Barber Room, Jalan Taman Aster 94, Bekasi Selatan, Jawa Barat, 17147, IDN","Jaka Setia","Bekasi Selatan","Kota Bekasi","Kota Bekasi","Jawa Barat","17147"
399,106.975482243181,-6.27870346343849,-6.27870346343849,106.975482243181,"Jalan Jakasetia, Bekasi Selatan, Jawa Barat, 17147, IDN","Jaka Setia","Bekasi Selatan","Kota Bekasi","Kota Bekasi","Jawa Barat","17147"
419,106.970503929598,-6.25213258456788,-6.25213258456788,106.970503929598,"Jalan Arjuna 4 124, Bekasi Selatan, Jawa Barat, 17147, IDN","Jaka Setia","Bekasi Selatan","Kota Bekasi","Kota Bekasi","Jawa Barat","17147"
445,106.966466017842,-6.25673037387193,-6.25673037387193,106.966466017842,"Dentistory Galaxy, Jalan Matahari 2, Bekasi Selatan, Jawa Barat, 17147, IDN","Jaka Setia","Bekasi Selatan","Kota Bekasi","Kota Bekasi","Jawa Barat","17147"
610,106.970637469105,-6.27633606341919,-6.27633606341919,106.970637469105,"Jalan Pengairan, Bekasi Selatan, Jawa Barat, 17147, IDN","Jaka Setia","Bekasi Selatan","Kota Bekasi","Kota Bekasi","Jawa Barat","17147"
700,106.973881723123,-6.27852428622881,-6.27852428622881,106.973881723123,"I Store Outlet Galaxy, Jalan Bulevar Raya Timur, Bekasi Selatan, Jawa Barat, 17147, IDN","Jaka Setia","Bekasi Selatan","Kota Bekasi","Kota Bekasi","Jawa Barat","17147"
730,106.979610308306,-6.2733004295745,-6.2733004295745,106.979610308306,"Gado Gado Bohay, Jalan Cempaka 140, Bekasi Selatan, Jawa Barat, 17147, IDN","Jaka Setia","Bekasi Selatan","Kota Bekasi","Kota Bekasi","Jawa Barat","17147"
17,106.959230451684,-6.31059336443219,-6.31059336443219,106.959230451684,"Jalan Bunga Sakura 22, Jatiasih, Jawa Barat, 17423, IDN","Jatiasih","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17423"
26,106.95946410915,-6.30703779602212,-6.30703779602212,106.95946410915,"Warung Marvin, Jalan Vila Jatirasa, Jatiasih, Jawa Barat, 17424, IDN","Jatiasih","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17424"
35,106.956728142985,-6.30142240546983,-6.30142240546983,106.956728142985,"Jalan Wibawa Mukti 2, Jatiasih, Jawa Barat, 17423, IDN","Jatiasih","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17423"
42,106.96492516831,-6.28627721571961,-6.28627721571961,106.96492516831,"Jalan Subur, Jatiasih, Jawa Barat, 17423, IDN","Jatiasih","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17423"
100,106.960573425745,-6.28856665267059,-6.28856665267059,106.960573425745,"Jalan Cikunir, Jatiasih, Jawa Barat, 17423, IDN","Jatiasih","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17423"
112,106.958578605381,-6.30182181268898,-6.30182181268898,106.958578605381,"Rumah Aira, Jalan Dukuh 1, Jatiasih, Jawa Barat, 17423, IDN","Jatiasih","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17423"
325,106.961485343749,-6.28836462367425,-6.28836462367425,106.961485343749,"Jalan Kresna, Jatiasih, Jawa Barat, 17423, IDN","Jatiasih","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17423"
331,106.959417124793,-6.29079534796407,-6.29079534796407,106.959417124793,"Jalan Warung Buah Asih, Jatiasih, Jawa Barat, 17423, IDN","Jatiasih","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17423"
398,106.958185323817,-6.29854654278628,-6.29854654278628,106.958185323817,"Jalan Wibawa Mukti 2, Jatiasih, Jawa Barat, 17423, IDN","Jatiasih","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17423"
447,106.960049509693,-6.28881067867048,-6.28881067867048,106.960049509693,"Jalan Cikunir, Jatiasih, Jawa Barat, 17423, IDN","Jatiasih","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17423"
468,106.957598383598,-6.30628832707105,-6.30628832707105,106.957598383598,"Jalan Vila Jatirasa, Jatiasih, Jawa Barat, 17423, IDN","Jatiasih","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17423"
513,106.952422463633,-6.30882397748876,-6.30882397748876,106.952422463633,"17423, Jatiasih, Jawa Barat, IDN","Jatiasih","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17423"
683,106.957986241963,-6.29631933892551,-6.29631933892551,106.957986241963,"Jalan Durian 2, Jatiasih, Jawa Barat, 17423, IDN","Jatiasih","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17423"
721,106.954428325655,-6.30508335294405,-6.30508335294405,106.954428325655,"Warung Seblak Mpo, Jalan Mesjid Al Ishaq, Jatiasih, Jawa Barat, 17423, IDN","Jatiasih","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17423"
36,106.955552082829,-6.26375386562818,-6.26375386562818,106.955552082829,"Jalan Flamboyan, Pondokgede, Jawa Barat, 17412, IDN","Jatibening","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17412"
46,106.94994807445,-6.25275711418436,-6.25275711418436,106.94994807445,"Jalan Bougenvil, Pondokgede, Jawa Barat, 17412, IDN","Jatibening","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17412"
74,106.951970516884,-6.25137359746907,-6.25137359746907,106.951970516884,"Jalan Bougenvil 9, Pondokgede, Jawa Barat, 17412, IDN","Jatibening","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17412"
129,106.944041470986,-6.26060286196946,-6.26060286196946,106.944041470986,"Jalan Kincan Raya 7, Pondokgede, Jawa Barat, 17412, IDN","Jatibening","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17412"
211,106.946443984524,-6.26300480248427,-6.26300480248427,106.946443984524,"Bakmi Jawa Miroso, Jalan Caman 58, Pondokgede, Jawa Barat, 17412, IDN","Jatibening","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17412"
249,106.952107144497,-6.25095506100726,-6.25095506100726,106.952107144497,"Jalan Aster 1, Pondokgede, Jawa Barat, 17412, IDN","Jatibening","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17412"
279,106.952039450757,-6.25659071217681,-6.25659071217681,106.952039450757,"Jalan Tol Jakarta - Cikampek, Pondokgede, Jawa Barat, 17412, IDN","Jatibening","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17412"
395,106.950981854267,-6.26503941307226,-6.26503941307226,106.950981854267,"Warung Awwal, Gang Dinah, Pondokgede, Jawa Barat, 17412, IDN","Jatibening","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17412"
532,106.954774294928,-6.25323402794741,-6.25323402794741,106.954774294928,"Red Dorz Enak Enak, Jalan Kesehatan 6 102A, Pondokgede, Jawa Barat, 17412, IDN","Jatibening","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17412"
542,106.94978063677,-6.2536519401038,-6.2536519401038,106.94978063677,"Perumahan Taman Bougenville, Jalan Bougenvil, Pondokgede, Jawa Barat, 17412, IDN","Jatibening","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17412"
605,106.951134509482,-6.25683416479555,-6.25683416479555,106.951134509482,"Jalan Caman, Pondokgede, Jawa Barat, 17412, IDN","Jatibening","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17412"
678,106.951141590496,-6.26590571304672,-6.26590571304672,106.951141590496,"Jalan Nuri 2 10, Pondokgede, Jawa Barat, 17412, IDN","Jatibening","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17412"
143,106.935398077325,-6.25515042900284,-6.25515042900284,106.935398077325,"Ricebowl Sedap, Jalan Swadaya 1 20, Pondokgede, Jawa Barat, 17412, IDN","Jatibening Baru","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17412"
168,106.929538947631,-6.26656313236336,-6.26656313236336,106.929538947631,"Paud Suplir Indah, Jalan Rambutan 58, Pondokgede, Jawa Barat, 17412, IDN","Jatibening Baru","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17412"
197,106.943442007338,-6.2599899356015,-6.2599899356015,106.943442007338,"Ajm Tambal Ban Tiptop, Jalan Kincan Raya 11, Pondokgede, Jawa Barat, 17412, IDN","Jatibening Baru","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17412"
298,106.935225178693,-6.26892016763604,-6.26892016763604,106.935225178693,"Jalan Bukit Rawi 6, Pondokgede, Jawa Barat, 17412, IDN","Jatibening Baru","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17412"
463,106.935617707567,-6.26594772084925,-6.26594772084925,106.935617707567,"Cemilan Mama Mubarok, Jalan Kemangsari 1 13, Pondokgede, Jawa Barat, 17412, IDN","Jatibening Baru","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17412"
620,106.935193934827,-6.25859783514376,-6.25859783514376,106.935193934827,"Jatibening Baru, Pondokgede, Jawa Barat, IDN","Jatibening Baru","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat",""
